Shape: (285, 45)
Columns (45):
   0: episode_index
   1: frame_index
   2: timestamp
   3: L_sh_pitch
   4: L_sh_roll
   5: L_sh_yaw
   6: L_el_pitch
   7: L_el_roll
   8: L_wr_yaw
   9: L_wr_pitch
  10: R_sh_pitch
  11: R_sh_roll
  12: R_sh_yaw
  13: R_el_pitch
  14: R_el_roll
  15: R_wr_yaw
  16: R_wr_pitch
  17: state_L_sh_pitch
  18: state_L_sh_roll
  19: state_L_sh_yaw
  20: state_L_el_pitch
  21: state_L_el_roll
  22: state_L_wr_yaw
  23: state_L_wr_pitch
  24: state_R_sh_pitch
  25: state_R_sh_roll
  26: state_R_sh_yaw
  27: state_R_el_pitch
  28: state_R_el_roll
  29: state_R_wr_yaw
  30: state_R_wr_pitch
  31: gripper_L
  32: gripper_R
  33: eeL_x
  34: eeL_y
  35: eeL_z
  36: eeL_roll
  37: eeL_pitch
  38: eeL_yaw
  39: eeR_x
  40: eeR_y
  41: eeR_z
  42: eeR_roll
  43: eeR_pitch
  44: eeR_yaw

     episode_index  frame_index  timestamp  L_sh_pitch  L_sh_roll  L_sh_yaw  L_el_pitch  L_el_roll  L_wr_yaw  L_wr_pitch  R_sh_pitch  R_sh_roll  R_sh_yaw  R_el_pitch  R_el_roll  R_wr_yaw  R_wr_pitch  state_L_sh_pitch  state_L_sh_roll  state_L_sh_yaw  state_L_el_pitch  state_L_el_roll  state_L_wr_yaw  state_L_wr_pitch  state_R_sh_pitch  state_R_sh_roll  state_R_sh_yaw  state_R_el_pitch  state_R_el_roll  state_R_wr_yaw  state_R_wr_pitch  gripper_L  gripper_R    eeL_x    eeL_y    eeL_z  eeL_roll  eeL_pitch   eeL_yaw    eeR_x     eeR_y    eeR_z  eeR_roll  eeR_pitch   eeR_yaw
95               0           95   3.166700    0.477828  -0.004248  0.013346    0.461837  -0.021352  0.004708   -0.058009   -0.033453  -0.047349  0.059860   -0.383176   0.192559 -0.071262   -0.237137          0.476869        -0.003260        0.011254          0.462158        -0.018120        0.000191         -0.060464         -0.048511        -0.053113        0.075723         -0.315290         0.178340       -0.063134         -0.247387   0.000000   1.800000 0.330428 0.219195 0.760991 -0.031361  -0.042215 -0.012943 0.451653 -0.245204 0.863306  0.107227  -0.125450  0.062110
96               0           96   3.200000    0.478049  -0.004067  0.013099    0.461507  -0.021683  0.005099   -0.058638   -0.033332  -0.045493  0.054578   -0.396397   0.191840 -0.069621   -0.239525          0.476869        -0.003260        0.011254          0.462158        -0.018502        0.000191         -0.060845         -0.048511        -0.053113        0.073816         -0.326352         0.181392       -0.063897         -0.248150   0.000000   1.800000 0.330345 0.219269 0.760875 -0.031429  -0.042301 -0.013174 0.450834 -0.242366 0.868255  0.107571  -0.135954  0.066394
97               0           97   3.233300    0.478358  -0.004328  0.012690    0.461598  -0.022420  0.005084   -0.058459   -0.031060  -0.043247  0.049782   -0.405855   0.196505 -0.071065   -0.243542          0.476869        -0.003260        0.011254          0.462158        -0.018883        0.000954         -0.060845         -0.048511        -0.053113        0.070764         -0.341993         0.181392       -0.063134         -0.252346   0.000000   1.800000 0.330253 0.219422 0.760778 -0.032213  -0.041906 -0.012635 0.450654 -0.239125 0.872492  0.112452  -0.144166  0.074324
98               0           98   3.266700    0.479040  -0.004930  0.012216    0.461828  -0.023293  0.004913   -0.058948   -0.028257  -0.036908  0.040071   -0.422712   0.192743 -0.063920   -0.253305          0.476869        -0.003260        0.011254          0.462158        -0.019265        0.000954         -0.060845         -0.048128        -0.053113        0.062753         -0.368696         0.184062       -0.063134         -0.256542   0.000000   1.800000 0.330045 0.219589 0.760708 -0.033408  -0.041940 -0.011683 0.450141 -0.234233 0.878731  0.116030  -0.152949  0.077141
99               0           99   3.300000    0.479967  -0.005017  0.011957    0.461944  -0.023221  0.004896   -0.060514   -0.027980  -0.031900  0.029789   -0.439622   0.195511 -0.064172   -0.256091          0.476869        -0.003260        0.011254          0.462158        -0.019646        0.000572         -0.060845         -0.047361        -0.052730        0.058938         -0.377852         0.184825       -0.063134         -0.259594   0.000000   1.800000 0.329753 0.219700 0.760682 -0.033307  -0.042693 -0.011348 0.448755 -0.228244 0.885137  0.121795  -0.167616  0.088593
100              0          100   3.333300    0.480354  -0.005153  0.011815    0.461961  -0.023115  0.004752   -0.061369   -0.028291  -0.029203  0.026120   -0.445567   0.196241 -0.062907   -0.256932          0.476869        -0.003260        0.011254          0.462158        -0.020790        0.000954         -0.060845         -0.046211        -0.051196        0.049401         -0.393492         0.185206       -0.062371         -0.265316   0.000000   1.800000 0.329627 0.219770 0.760687 -0.033258  -0.043171 -0.010991 0.448168 -0.226183 0.887187  0.125146  -0.172432  0.091057
101              0          101   3.366700    0.481320  -0.006065  0.010780    0.461705  -0.023752  0.003980   -0.064078   -0.026557  -0.023195  0.012334   -0.462112   0.192520 -0.058373   -0.268254          0.476869        -0.003260        0.011254          0.462158        -0.021553        0.000572         -0.061227         -0.044293        -0.046977        0.039101         -0.405699         0.185206       -0.062371         -0.270275   0.000000   1.800000 0.329292 0.220239 0.760648 -0.034225  -0.044630 -0.008737 0.447153 -0.219344 0.892690  0.127823  -0.178710  0.100436
102              0          102   3.400000    0.481865  -0.007158  0.009796    0.461930  -0.024938  0.003215   -0.063540   -0.027079  -0.019235  0.001220   -0.474661   0.188160 -0.055163   -0.275439          0.476869        -0.003260        0.011254          0.462158        -0.021553        0.000572         -0.061608         -0.042759        -0.044677        0.034142         -0.410658         0.185206       -0.061990         -0.272564   0.000000   1.800000 0.329127 0.220654 0.760457 -0.035914  -0.043745 -0.006513 0.445917 -0.214092 0.896272  0.128070  -0.182955  0.107838
103              0          103   3.433300    0.482017  -0.007678  0.009297    0.462100  -0.025718  0.002939   -0.062648   -0.027053  -0.017985 -0.004295   -0.479490   0.187044 -0.055306   -0.277614          0.476869        -0.003643        0.011254          0.462158        -0.021935        0.000954         -0.061608         -0.041609        -0.037774        0.021553         -0.422484         0.184443       -0.057031         -0.284009   0.000000   1.800000 0.329088 0.220850 0.760332 -0.036918  -0.042860 -0.005527 0.445404 -0.211377 0.897872  0.127827  -0.185593  0.113365
104              0          104   3.466700    0.482811  -0.008853  0.008229    0.462274  -0.026986  0.002189   -0.062688   -0.025916  -0.008636 -0.022687   -0.497642   0.193379 -0.054925   -0.293012          0.476869        -0.003643        0.011254          0.462158        -0.022698        0.000572         -0.061227         -0.041609        -0.030104        0.008202         -0.433928         0.182918       -0.055123         -0.292020   0.000000   1.800000 0.328836 0.221293 0.760122 -0.038721  -0.042246 -0.003180 0.443652 -0.201105 0.903463  0.141150  -0.191007  0.133759
105              0          105   3.500000    0.483323  -0.008435  0.007788    0.461780  -0.027347  0.002993   -0.064061   -0.025457  -0.000605 -0.040466   -0.510776   0.188922 -0.050727   -0.302433          0.476869        -0.003643        0.011254          0.462158        -0.023461        0.000572         -0.061227         -0.041609        -0.026653        0.001335         -0.440414         0.182918       -0.055123         -0.296216   0.000000   1.800000 0.328653 0.221421 0.759958 -0.038528  -0.042636 -0.003740 0.442133 -0.192584 0.907532  0.145947  -0.195303  0.146063
106              0          106   3.533300    0.483302  -0.008367  0.007578    0.461482  -0.027457  0.003156   -0.063986   -0.024418   0.001506 -0.046243   -0.514483   0.189202 -0.049565   -0.309527          0.476869        -0.003643        0.011254          0.462158        -0.025750        0.000572         -0.061608         -0.041609        -0.018599       -0.016213         -0.456054         0.183299       -0.051308         -0.314527   0.000000   1.800000 0.328648 0.221495 0.759831 -0.038484  -0.042288 -0.003754 0.441897 -0.189704 0.908473  0.148276  -0.193200  0.151475
107              0          107   3.566700    0.483458  -0.009386  0.006880    0.461398  -0.028578  0.002685   -0.063718   -0.022739   0.008153 -0.063606   -0.521175   0.185168 -0.047455   -0.318017          0.476869        -0.003643        0.011254          0.462158        -0.026513        0.000572         -0.061608         -0.041609        -0.010929       -0.032998         -0.470169         0.182918       -0.051308         -0.321393   0.000000   1.800000 0.328588 0.221751 0.759683 -0.040174  -0.041759 -0.002107 0.441061 -0.181370 0.910792  0.151579  -0.193636  0.165507
108              0          108   3.600000    0.483622  -0.009728  0.006373    0.461320  -0.029486  0.002763   -0.063887   -0.020793   0.012887 -0.076883   -0.525682   0.179109 -0.044189   -0.329282          0.476869        -0.003643        0.011254          0.462158        -0.026894        0.000572         -0.061608         -0.041609        -0.007862       -0.040627         -0.476272         0.182536       -0.051308         -0.322919   0.000000   1.800000 0.328529 0.221925 0.759612 -0.041151  -0.041684 -0.001511 0.440685 -0.175316 0.911908  0.151726  -0.188857  0.174540
109              0          109   3.633300    0.483761  -0.010213  0.005782    0.461312  -0.030337  0.002705   -0.062948   -0.019228   0.018126 -0.094831   -0.530456   0.172310 -0.042925   -0.338063          0.476869        -0.004027        0.011254          0.462158        -0.028801        0.000572         -0.061608         -0.040075         0.000192       -0.060464         -0.487716         0.180629       -0.047494         -0.335508   0.000000   1.800000 0.328486 0.222131 0.759411 -0.042155  -0.040591 -0.000683 0.439803 -0.167008 0.913478  0.150901  -0.186945  0.189353
110              0          110   3.666700    0.484111  -0.010826  0.005219    0.461376  -0.031362  0.002767   -0.063746   -0.017907   0.025007 -0.113267   -0.532839   0.157036 -0.037256   -0.344298          0.476869        -0.004410        0.011254          0.462158        -0.029946        0.000191         -0.061608         -0.037774         0.006711       -0.079919         -0.493820         0.176051       -0.047875         -0.346189   0.000000   1.800000 0.328369 0.222305 0.759428 -0.043465  -0.041099  0.000150 0.439157 -0.159327 0.914343  0.146824  -0.184069  0.196890
111              0          111   3.700000    0.484220  -0.011135  0.004920    0.461404  -0.031799  0.002692   -0.063529   -0.016906   0.027947 -0.118995   -0.534098   0.154332 -0.035247   -0.349993          0.476869        -0.004410        0.011254          0.462158        -0.029946        0.000572         -0.061608         -0.037007         0.009779       -0.089837         -0.494965         0.169566       -0.046731         -0.348478   0.000000   1.800000 0.328334 0.222410 0.759363 -0.044034  -0.040794  0.000657 0.439032 -0.156677 0.914611  0.148015  -0.180911  0.200079
112              0          112   3.733300    0.484695  -0.012689  0.003811    0.462284  -0.033532  0.001870   -0.061453   -0.013114   0.039726 -0.139656   -0.536932   0.141928 -0.027328   -0.363598          0.476869        -0.004794        0.011254          0.462158        -0.030327        0.000191         -0.061608         -0.036240         0.015915       -0.108911         -0.496109         0.157359       -0.042916         -0.358015   0.000000   1.800000 0.328216 0.222828 0.759226 -0.046604  -0.039072  0.003242 0.438600 -0.147344 0.916140  0.151759  -0.174996  0.208841
113              0          113   3.766700    0.485128  -0.013221  0.003436    0.462775  -0.034268  0.001698   -0.061118   -0.011136   0.045091 -0.151532   -0.537025   0.127898 -0.021759   -0.367765          0.476869        -0.005944        0.011254          0.462158        -0.032616        0.000572         -0.061608         -0.035473         0.022434       -0.126078         -0.496109         0.152399       -0.039483         -0.372129   0.000000   1.800000 0.328098 0.222958 0.759224 -0.047630  -0.038781  0.004040 0.438463 -0.142755 0.916778  0.147247  -0.172678  0.210208
114              0          114   3.800000    0.485209  -0.013445  0.003072    0.462851  -0.035034  0.001872   -0.060889   -0.009784   0.048651 -0.156717   -0.537587   0.125466 -0.019899   -0.373568          0.477253        -0.006328        0.011254          0.462158        -0.033379        0.000191         -0.061608         -0.035473         0.025886       -0.134089         -0.496109         0.145533       -0.034905         -0.378233   0.000000   1.800000 0.328075 0.223067 0.759188 -0.048430  -0.038549  0.004332 0.438424 -0.140217 0.917040  0.149165  -0.169382  0.213028
115              0          115   3.833300    0.485424  -0.014902  0.001798    0.463615  -0.036796  0.000926   -0.058845   -0.007417   0.056055 -0.170679   -0.540636   0.122700 -0.018675   -0.385981          0.478020        -0.007478        0.009346          0.462158        -0.034142        0.000191         -0.061227         -0.035089         0.033172       -0.152018         -0.496109         0.129892       -0.024987         -0.390059   0.000000   1.800000 0.328029 0.223585 0.759090 -0.050862  -0.036985  0.007123 0.437659 -0.133157 0.918295  0.153685  -0.164432  0.225390
116              0          116   3.866700    0.485577  -0.016913  0.000331    0.464391  -0.038795 -0.000485   -0.056952   -0.004276   0.063049 -0.186303   -0.540116   0.111667 -0.015706   -0.394531          0.478403        -0.008245        0.008965          0.462158        -0.034905        0.000191         -0.060845         -0.032405         0.041225       -0.164225         -0.496109         0.126459       -0.024224         -0.400740   0.000000   1.800000 0.327992 0.224190 0.759026 -0.053922  -0.035605  0.010833 0.437292 -0.126101 0.919034  0.151595  -0.159798  0.234389
117              0          117   3.900000    0.485552  -0.017533 -0.000196    0.464547  -0.039488 -0.000822   -0.056260   -0.003780   0.066276 -0.191664   -0.541819   0.108947 -0.014194   -0.400133          0.478403        -0.008245        0.008965          0.462158        -0.036431       -0.000191         -0.060845         -0.031254         0.044677       -0.169947         -0.496109         0.122644       -0.023461         -0.404555   0.000000   1.800000 0.327999 0.224394 0.758979 -0.054911  -0.035061  0.011940 0.436880 -0.123587 0.919478  0.152840  -0.157125  0.237574
118              0          118   3.933300    0.486557  -0.018616 -0.000755    0.466106  -0.040433 -0.001315   -0.055071   -0.003867   0.069370 -0.207937   -0.544737   0.106782 -0.019734   -0.406115          0.478403        -0.008629        0.008965          0.462158        -0.037957       -0.000191         -0.060845         -0.027803         0.050812       -0.181773         -0.496490         0.112345       -0.020790         -0.412184   0.000000   1.800000 0.327743 0.224586 0.759092 -0.056532  -0.034378  0.013467 0.434981 -0.115496 0.920592  0.150573  -0.156485  0.258350
119              0          119   3.966700    0.486744  -0.019613 -0.002138    0.466407  -0.041658 -0.002044   -0.053703   -0.004331   0.070187 -0.226733   -0.545402   0.095921 -0.024733   -0.411453          0.478403        -0.010162        0.008202          0.462158        -0.038720       -0.000191         -0.060464         -0.023201         0.056565       -0.193980         -0.496490         0.107385       -0.021553         -0.421340   0.000000   1.800000 0.327680 0.225169 0.758917 -0.057975  -0.033048  0.015883 0.433041 -0.107174 0.920546  0.139065  -0.152718  0.278043
120              0          120   4.000000    0.486928  -0.020095 -0.003411    0.466737  -0.043438 -0.002133   -0.051988   -0.004614   0.072704 -0.239186   -0.546367   0.090001 -0.025844   -0.420905          0.478403        -0.011696        0.007057          0.462158        -0.039483       -0.000191         -0.060464         -0.021284         0.058482       -0.200847         -0.496490         0.102426       -0.021935         -0.424773   0.000000   1.800000 0.327628 0.225672 0.758714 -0.059577  -0.031446  0.017315 0.431766 -0.101491 0.920042  0.135487  -0.145282  0.289996
121              0          121   4.033300    0.487103  -0.020757 -0.004615    0.467405  -0.045171 -0.002089   -0.050136   -0.006293   0.075393 -0.251566   -0.545770   0.086795 -0.029955   -0.421710          0.478403        -0.013997        0.004768          0.462539        -0.041390       -0.000191         -0.058556         -0.018599         0.060783       -0.216487         -0.498398         0.095941       -0.021935         -0.432403   0.000000   1.800000 0.327593 0.226105 0.758633 -0.061329  -0.030059  0.018632 0.430114 -0.095421 0.919713  0.133432  -0.144207  0.304516
122              0          122   4.066700    0.487518  -0.020509 -0.005969    0.467676  -0.046865 -0.001119   -0.049682   -0.009381   0.075952 -0.271618   -0.546274   0.076785 -0.036324   -0.426859          0.478403        -0.015148        0.004387          0.462539        -0.042153       -0.000191         -0.055886         -0.018216         0.061550       -0.233654         -0.500305         0.088693       -0.026131         -0.435073   0.000000   1.800000 0.327472 0.226582 0.758539 -0.062183  -0.029502  0.018780 0.427209 -0.086506 0.918590  0.122507  -0.138215  0.326701
123              0          123   4.100000    0.487807  -0.020443 -0.006724    0.468260  -0.047638 -0.000864   -0.048642   -0.012334   0.078091 -0.282663   -0.545485   0.072487 -0.038597   -0.427278          0.478403        -0.015148        0.003243          0.462539        -0.043297       -0.000191         -0.054360         -0.018216         0.061550       -0.243572         -0.501068         0.081827       -0.026894         -0.435454   0.000000   1.800000 0.327405 0.226876 0.758528 -0.062543  -0.028764  0.019131 0.425459 -0.081430 0.917595  0.120498  -0.135638  0.337717
124              0          124   4.133300    0.488439  -0.020944 -0.008338    0.468493  -0.048793 -0.000906   -0.049969   -0.018324   0.083227 -0.298594   -0.542519   0.059320 -0.037425   -0.422471          0.478403        -0.015148        0.002480          0.462539        -0.044823       -0.000191         -0.053216         -0.018216         0.061550       -0.262264         -0.502213         0.073816       -0.029946         -0.437743   0.000000   1.800000 0.327189 0.227538 0.758594 -0.063374  -0.029655  0.020968 0.423048 -0.074807 0.915676  0.116794  -0.133561  0.345818
125              0          125   4.166700    0.489064  -0.021350 -0.010053    0.468102  -0.049835 -0.000937   -0.051190   -0.023064   0.089510 -0.310449   -0.538696   0.052109 -0.036031   -0.422444          0.478787        -0.015148        0.000954          0.462539        -0.045586       -0.000191         -0.053216         -0.019750         0.062317       -0.281338         -0.502213         0.065423       -0.032616         -0.438125   0.000000   1.800000 0.326946 0.228247 0.758389 -0.063955  -0.029824  0.022813 0.421335 -0.069245 0.913383  0.118983  -0.127765  0.352634
126              0          126   4.200000    0.489361  -0.021409 -0.010763    0.468127  -0.050714 -0.000516   -0.051680   -0.024706   0.093384 -0.313819   -0.536622   0.049036 -0.033700   -0.422240          0.478787        -0.015148       -0.000191          0.462539        -0.045968       -0.000191         -0.053597         -0.021667         0.062701       -0.285153         -0.502213         0.062753       -0.032998         -0.438125   0.000000   1.800000 0.326846 0.228494 0.758370 -0.064556  -0.030055  0.023117 0.421003 -0.067594 0.912507  0.121857  -0.125504  0.352151
127              0          127   4.233300    0.489855  -0.021924 -0.012508    0.468409  -0.052679 -0.000282   -0.051039   -0.028678   0.102661 -0.320177   -0.532410   0.039258 -0.025683   -0.418289          0.478787        -0.015915       -0.001717          0.462539        -0.048257       -0.000191         -0.053597         -0.025502         0.068069       -0.306897         -0.502213         0.052453       -0.032616         -0.438506   0.000000   1.800000 0.326680 0.229157 0.758207 -0.066147  -0.029185  0.024717 0.420461 -0.064938 0.911108  0.127903  -0.123620  0.345617
128              0          128   4.266700    0.490435  -0.023109 -0.015179    0.468881  -0.055821 -0.000671   -0.048604   -0.033839   0.120961 -0.334093   -0.517424   0.012343 -0.006216   -0.400627          0.478787        -0.016298       -0.003624          0.462539        -0.049783       -0.000191         -0.053216         -0.032788         0.076890       -0.318341         -0.502213         0.042916       -0.030709         -0.437743   0.000000   1.800000 0.326477 0.230222 0.757797 -0.069049  -0.026554  0.028009 0.420363 -0.059679 0.908401  0.133956  -0.124865  0.327411
129              0          129   4.300000    0.490635  -0.023123 -0.015803    0.469055  -0.056632 -0.000218   -0.048174   -0.035538   0.127985 -0.336193   -0.512791   0.009368 -0.001418   -0.395785          0.479170        -0.016682       -0.005531          0.462539        -0.052071       -0.000191         -0.053216         -0.035856         0.082642       -0.323682         -0.502213         0.033761       -0.024987         -0.434310   0.000000   1.800000 0.326418 0.230423 0.757738 -0.069583  -0.026120  0.028118 0.420457 -0.058278 0.907609  0.141048  -0.125193  0.322712
130              0          130   4.333300    0.491251  -0.022908 -0.016958    0.468991  -0.057699  0.000766   -0.048463   -0.040640   0.145642 -0.346547   -0.498842  -0.013818  0.017150   -0.376579          0.479937        -0.017832       -0.008202          0.462539        -0.054360       -0.000191         -0.053216         -0.043143         0.097215       -0.332456         -0.501450         0.016976       -0.011254         -0.426299   0.000000   1.800000 0.326214 0.230808 0.757558 -0.069920  -0.025789  0.028106 0.420425 -0.054274 0.905591  0.148274  -0.128877  0.303281
131              0          131   4.366700    0.491640  -0.022689 -0.017429    0.469036  -0.057914  0.001251   -0.048872   -0.042071   0.149974 -0.350706   -0.492701  -0.023384  0.021359   -0.366694          0.479937        -0.017832       -0.010109          0.462539        -0.056649        0.000191         -0.052834         -0.050045         0.114472       -0.338560         -0.495727        -0.005531        0.004768         -0.408370   0.000000   1.800000 0.326092 0.230970 0.757517 -0.069721  -0.025888  0.027962 0.420346 -0.052636 0.904847  0.146346  -0.132240  0.298719
132              0          132   4.400000    0.492682  -0.022469 -0.019370    0.467775  -0.059527  0.002371   -0.051828   -0.044687   0.164697 -0.362700   -0.466123  -0.054428  0.039034   -0.328493          0.479937        -0.017832       -0.011254          0.462539        -0.056649       -0.000191         -0.053216         -0.051579         0.123292       -0.341230         -0.490387        -0.015068        0.012779         -0.396162   0.000000   1.800000 0.325678 0.231699 0.757094 -0.070223  -0.026595  0.028696 0.421051 -0.047720 0.901624  0.140934  -0.144543  0.279569
133              0          133   4.433300    0.493419  -0.022678 -0.020465    0.467627  -0.059685  0.002429   -0.052302   -0.044712   0.179915 -0.364150   -0.451317  -0.064868  0.051033   -0.321170          0.481088        -0.017832       -0.012779          0.462539        -0.058175        0.000191         -0.053597         -0.051963         0.140549       -0.346571         -0.471313        -0.041009        0.028801         -0.363737   0.000000   1.800000 0.325419 0.232141 0.756856 -0.070026  -0.026174  0.029732 0.422540 -0.045585 0.899145  0.150609  -0.139922  0.265174
134              0          134   4.466700    0.494120  -0.022726 -0.021220    0.467524  -0.059438  0.002264   -0.053226   -0.046288   0.189934 -0.364630   -0.438864  -0.067772  0.058901   -0.303326          0.483005        -0.017832       -0.013542          0.462539        -0.059319        0.000191         -0.053597         -0.051963         0.158190       -0.349241         -0.453002        -0.056649        0.039483         -0.346571   0.000000   1.800000 0.325176 0.232491 0.756718 -0.069440  -0.026273  0.030626 0.423240 -0.044206 0.897647  0.160774  -0.145384  0.255078
135              0          135   4.500000    0.495137  -0.022497 -0.022261    0.466713  -0.058934  0.002582   -0.055754   -0.043917   0.201243 -0.364661   -0.415888  -0.080998  0.069772   -0.283459          0.483389        -0.017832       -0.013542          0.462539        -0.059319        0.000191         -0.053979         -0.051963         0.166626       -0.349622         -0.441176        -0.061608        0.048257         -0.335508   0.000000   1.800000 0.324797 0.232936 0.756435 -0.068221  -0.026988  0.031235 0.425516 -0.042514 0.894120  0.161698  -0.146249  0.240440
136              0          136   4.533300    0.496465  -0.022383 -0.024006    0.466502  -0.059559  0.002853   -0.056952   -0.042200   0.211648 -0.361894   -0.401903  -0.090316  0.079780   -0.281540          0.485306        -0.017832       -0.013542          0.462539        -0.059319        0.000191         -0.053979         -0.051963         0.182349       -0.351911         -0.415999        -0.075341        0.062371         -0.314908   0.000000   1.800000 0.324339 0.233675 0.756092 -0.067883  -0.026653  0.032534 0.427552 -0.042260 0.890872  0.165396  -0.136769  0.226451
137              0          137   4.566700    0.496873  -0.022354 -0.024711    0.466335  -0.060029  0.003094   -0.056885   -0.041453   0.213857 -0.360397   -0.397301  -0.090775  0.079958   -0.277922          0.487224        -0.017832       -0.013542          0.462539        -0.059701        0.000191         -0.053979         -0.051963         0.194238       -0.351911         -0.395781        -0.082971        0.070764         -0.310330   0.000000   1.800000 0.324193 0.233948 0.755879 -0.067984  -0.026024  0.032911 0.428152 -0.042148 0.890116  0.166533  -0.136768  0.224777
138              0          138   4.600000    0.498819  -0.022089 -0.027742    0.466609  -0.061661  0.003183   -0.056021   -0.039326   0.219726 -0.354381   -0.379065  -0.097139  0.087472   -0.257627          0.487991        -0.017832       -0.013542          0.462539        -0.059701        0.000191         -0.054360         -0.051963         0.198839       -0.352293         -0.387770        -0.082589        0.073053         -0.307660   0.000000   1.800000 0.323544 0.235274 0.755226 -0.067870  -0.023485  0.035351 0.430465 -0.043493 0.887003  0.166972  -0.140217  0.209828
139              0          139   4.633300    0.499702  -0.022632 -0.029489    0.466459  -0.062085  0.002704   -0.055810   -0.037575   0.223650 -0.350572   -0.366535  -0.099427  0.089607   -0.243993          0.489908        -0.017832       -0.015068          0.462539        -0.060464        0.000191         -0.053979         -0.051963         0.204592       -0.352674         -0.369459        -0.089456        0.078012         -0.293164   0.000000   1.800000 0.323213 0.236031 0.754824 -0.067884  -0.022183  0.037620 0.431909 -0.043763 0.885004  0.167742  -0.142997  0.203516
140              0          140   4.666700    0.501317  -0.024431 -0.032801    0.467044  -0.063101  0.000612   -0.052794   -0.030351   0.228664 -0.343085   -0.342233  -0.111396  0.097156   -0.237108          0.492593        -0.017832       -0.020409          0.462539        -0.062753        0.000191         -0.053979         -0.051963         0.209577       -0.352674         -0.350767        -0.093652        0.082589         -0.276761   0.000000   1.800000 0.322626 0.237528 0.754020 -0.068745  -0.017923  0.043324 0.435748 -0.044952 0.879487  0.159552  -0.132180  0.190008
141              0          141   4.700000    0.501870  -0.024647 -0.033563    0.466763  -0.062395  0.000516   -0.053887   -0.029054   0.229744 -0.339793   -0.327104  -0.114365  0.098342   -0.213891          0.494510        -0.017832       -0.024605          0.462539        -0.062753        0.000191         -0.053979         -0.049662         0.209961       -0.352674         -0.339704        -0.104334        0.086404         -0.266842   0.000000   1.800000 0.322414 0.237848 0.753885 -0.067835  -0.018165  0.044223 0.436875 -0.045310 0.877267  0.156250  -0.141266  0.184813
142              0          142   4.733300    0.502367  -0.024760 -0.034050    0.466725  -0.062100  0.000462   -0.054962   -0.028063   0.229855 -0.338453   -0.320877  -0.116628  0.098528   -0.208817          0.494894        -0.017832       -0.026131          0.462539        -0.062753       -0.000191         -0.053597         -0.048128         0.209961       -0.352674         -0.332837        -0.105859        0.089075         -0.259594   0.000000   1.800000 0.322238 0.238060 0.753867 -0.067382  -0.018694  0.044812 0.437473 -0.045383 0.875863  0.153281  -0.141092  0.183567
143              0          143   4.766700    0.503615  -0.025295 -0.035528    0.466319  -0.061135 -0.000657   -0.055384   -0.025225   0.230909 -0.333533   -0.303823  -0.122077  0.101001   -0.207084          0.494894        -0.017832       -0.028801          0.462539        -0.062753        0.000191         -0.053979         -0.045444         0.209961       -0.350385         -0.319486        -0.111963        0.092889         -0.240902   0.000000   1.800000 0.321768 0.238792 0.753337 -0.066073  -0.017367  0.047447 0.439492 -0.045925 0.870219  0.146984  -0.128253  0.178972
144              0          144   4.800000    0.503922  -0.025636 -0.036429    0.466478  -0.060977 -0.001085   -0.053766   -0.026458   0.234437 -0.330945   -0.296050  -0.124773  0.104369   -0.204033          0.495277        -0.017832       -0.029946          0.462539        -0.062371       -0.000191         -0.053979         -0.041992         0.210344       -0.347715         -0.304608        -0.114252        0.095178         -0.233272   0.000000   1.800000 0.321653 0.239185 0.753050 -0.065745  -0.015562  0.048711 0.439951 -0.046130 0.867271  0.148137  -0.122308  0.173479
145              0          145   4.833300    0.504016  -0.025525 -0.037397    0.467168  -0.060111 -0.001835   -0.046925   -0.031332   0.224782 -0.335037   -0.278016  -0.141194  0.101460   -0.181112          0.495277        -0.017832       -0.030327          0.462539        -0.062371       -0.000191         -0.053597         -0.038157         0.210728       -0.343900         -0.283246        -0.122263        0.100900         -0.227169   0.000000   1.800000 0.321644 0.239657 0.752283 -0.064278  -0.009288  0.049759 0.438711 -0.044855 0.860414  0.120429  -0.123748  0.179617
146              0          146   4.866700    0.504128  -0.025169 -0.037621    0.467398  -0.058519 -0.001964   -0.045203   -0.037414   0.222051 -0.333935   -0.272131  -0.140223  0.095005   -0.188156          0.495277        -0.018216       -0.030327          0.462539        -0.062371       -0.000191         -0.052834         -0.038924         0.210344       -0.341993         -0.272946        -0.134470        0.102045         -0.216487   0.000000   1.800000 0.321622 0.239790 0.752102 -0.062259  -0.007702  0.049728 0.437661 -0.044129 0.853861  0.116904  -0.105031  0.187584
147              0          147   4.900000    0.504128  -0.025169 -0.037621    0.467398  -0.058519 -0.001964   -0.045203   -0.037414   0.222051 -0.333935   -0.272131  -0.140223  0.095005   -0.188156          0.495660        -0.018216       -0.030327          0.462539        -0.062371       -0.000191         -0.052834         -0.039691         0.209961       -0.341611         -0.267987        -0.135615        0.102426         -0.214961   0.000000   1.800000 0.321622 0.239790 0.752102 -0.062259  -0.007702  0.049728 0.437661 -0.044129 0.853861  0.116904  -0.105031  0.187584
