Shape: (285, 45)
Columns (45):
   0: episode_index
   1: frame_index
   2: timestamp
   3: L_sh_pitch
   4: L_sh_roll
   5: L_sh_yaw
   6: L_el_pitch
   7: L_el_roll
   8: L_wr_yaw
   9: L_wr_pitch
  10: R_sh_pitch
  11: R_sh_roll
  12: R_sh_yaw
  13: R_el_pitch
  14: R_el_roll
  15: R_wr_yaw
  16: R_wr_pitch
  17: state_L_sh_pitch
  18: state_L_sh_roll
  19: state_L_sh_yaw
  20: state_L_el_pitch
  21: state_L_el_roll
  22: state_L_wr_yaw
  23: state_L_wr_pitch
  24: state_R_sh_pitch
  25: state_R_sh_roll
  26: state_R_sh_yaw
  27: state_R_el_pitch
  28: state_R_el_roll
  29: state_R_wr_yaw
  30: state_R_wr_pitch
  31: gripper_L
  32: gripper_R
  33: eeL_x
  34: eeL_y
  35: eeL_z
  36: eeL_roll
  37: eeL_pitch
  38: eeL_yaw
  39: eeR_x
  40: eeR_y
  41: eeR_z
  42: eeR_roll
  43: eeR_pitch
  44: eeR_yaw

     episode_index  frame_index  timestamp  L_sh_pitch  L_sh_roll  L_sh_yaw  L_el_pitch  L_el_roll  L_wr_yaw  L_wr_pitch  R_sh_pitch  R_sh_roll  R_sh_yaw  R_el_pitch  R_el_roll  R_wr_yaw  R_wr_pitch  state_L_sh_pitch  state_L_sh_roll  state_L_sh_yaw  state_L_el_pitch  state_L_el_roll  state_L_wr_yaw  state_L_wr_pitch  state_R_sh_pitch  state_R_sh_roll  state_R_sh_yaw  state_R_el_pitch  state_R_el_roll  state_R_wr_yaw  state_R_wr_pitch  gripper_L  gripper_R    eeL_x    eeL_y    eeL_z  eeL_roll  eeL_pitch   eeL_yaw    eeR_x     eeR_y    eeR_z  eeR_roll  eeR_pitch   eeR_yaw
41               0           41   1.366700    0.482629   0.008905  0.012821    0.454560  -0.017969  0.017792   -0.071556   -0.318262  -0.013974  0.034872   -0.425902   0.010681  0.003850    0.006067          0.478403         0.005177        0.009346          0.463302        -0.021553        0.018883         -0.072290         -0.318105        -0.009395        0.031090         -0.433547         0.012016        0.004387          0.010491   0.000000   0.000000 0.328629 0.219076 0.758574 -0.016539  -0.043696 -0.032048 0.376774 -0.243860 0.795703 -0.013228  -0.114318 -0.029921
42               0           42   1.400000    0.482629   0.008937  0.012842    0.454559  -0.017988  0.017759   -0.071558   -0.318259  -0.013933  0.034900   -0.425903   0.010655  0.003808    0.006065          0.478403         0.005177        0.009346          0.463302        -0.021553        0.018883         -0.072290         -0.312736        -0.010929        0.031853         -0.432021         0.012016        0.004387          0.009728   0.000000   0.000000 0.328629 0.219076 0.758574 -0.016539  -0.043696 -0.032048 0.376774 -0.243860 0.795703 -0.013228  -0.114318 -0.029921
43               0           43   1.433300    0.481225   0.007961  0.013807    0.454272  -0.017346  0.016754   -0.070432   -0.274930  -0.021475  0.032759   -0.404366   0.012955 -0.003863   -0.018708          0.478403         0.005177        0.009346          0.463302        -0.021172        0.018883         -0.072290         -0.306984        -0.013230        0.032235         -0.432021         0.011635        0.004005          0.007820   0.000000   0.000000 0.329052 0.218682 0.758740 -0.017141  -0.043692 -0.031456 0.389314 -0.243193 0.799870 -0.017315  -0.111339 -0.018273
44               0           44   1.466700    0.480516   0.007653  0.014376    0.454203  -0.016522  0.016029   -0.069516   -0.256459  -0.020211  0.033301   -0.396382   0.017406 -0.003883   -0.028257          0.478403         0.005177        0.009346          0.462921        -0.021172        0.018502         -0.071908         -0.294328        -0.015531        0.031853         -0.425536         0.012016       -0.002098         -0.008202   0.000000   0.000000 0.329272 0.218496 0.758805 -0.016812  -0.043403 -0.031146 0.394512 -0.243341 0.802324 -0.011368  -0.112285 -0.019538
45               0           45   1.500000    0.479873   0.006788  0.014311    0.454064  -0.016519  0.014864   -0.069968   -0.241574  -0.020991  0.033325   -0.390021   0.020423 -0.005547   -0.034461          0.478020         0.005177        0.009728          0.462539        -0.018883        0.018502         -0.071908         -0.265183        -0.015915        0.032998         -0.401122         0.015068       -0.001717         -0.026513   0.000000   0.000000 0.329459 0.218594 0.759018 -0.017499  -0.044362 -0.029486 0.398693 -0.243302 0.804680 -0.009030  -0.114616 -0.017793
46               0           46   1.533300    0.479192   0.006440  0.014266    0.454129  -0.016309  0.014083   -0.067821   -0.230919  -0.021660  0.033240   -0.384537   0.019815 -0.005195   -0.038327          0.478020         0.005177        0.009728          0.462539        -0.018502        0.018502         -0.071908         -0.246009        -0.016298        0.033379         -0.390822         0.015831       -0.002480         -0.032998   0.000000   0.000000 0.329686 0.218679 0.758945 -0.017535  -0.042953 -0.028547 0.401671 -0.243504 0.806115 -0.009968  -0.115932 -0.018079
47               0           47   1.566700    0.479147   0.006454  0.014301    0.454217  -0.016308  0.014040   -0.067677   -0.230332  -0.021609  0.033104   -0.383849   0.019688 -0.005091   -0.038219          0.478020         0.005177        0.010491          0.462158        -0.018502        0.018502         -0.071527         -0.238722        -0.015915        0.032998         -0.390059         0.017357       -0.002480         -0.036812   0.000000   0.000000 0.329705 0.218672 0.758975 -0.017534  -0.042940 -0.028544 0.401836 -0.243459 0.806076 -0.009981  -0.115935 -0.018097
48               0           48   1.600000    0.478783   0.006284  0.014640    0.454970  -0.016252  0.013801   -0.066194   -0.213756  -0.021528  0.032883   -0.370439   0.017170 -0.003066   -0.039209          0.478020         0.005177        0.010491          0.462158        -0.018502        0.018120         -0.070382         -0.226451        -0.016298        0.032998         -0.389677         0.018883       -0.002480         -0.036812   0.000000   0.000000 0.329857 0.218535 0.759185 -0.017759  -0.042577 -0.028544 0.406437 -0.243833 0.807045 -0.011606  -0.118120 -0.020492
49               0           49   1.633300    0.477846   0.006255  0.014936    0.455339  -0.016312  0.013671   -0.063289   -0.199052  -0.021409  0.032530   -0.355319   0.010941  0.001052   -0.036587          0.478020         0.004794        0.010491          0.462158        -0.018502        0.018120         -0.068856         -0.213029        -0.015915        0.032998         -0.386244         0.018502       -0.002480         -0.036812   0.000000   0.000000 0.330180 0.218416 0.759214 -0.017944  -0.040979 -0.028706 0.410494 -0.244481 0.807155 -0.016558  -0.120370 -0.025005
50               0           50   1.666700    0.477755   0.006222  0.015114    0.455623  -0.016152  0.013562   -0.063005   -0.193845  -0.020515  0.032961   -0.350707   0.010832  0.002550   -0.038402          0.478020         0.005177        0.010491          0.462158        -0.018502        0.018120         -0.067712         -0.206509        -0.015915        0.032616         -0.381666         0.017739       -0.002480         -0.035668   0.000000   0.000000 0.330221 0.218349 0.759320 -0.017887  -0.041068 -0.028750 0.411951 -0.244801 0.807080 -0.015481  -0.119164 -0.027380
51               0           51   1.700000    0.477183   0.006141  0.015788    0.455828  -0.015102  0.013112   -0.062972   -0.180242  -0.017643  0.035935   -0.341030   0.018300  0.003424   -0.047888          0.478020         0.005177        0.010491          0.462158        -0.018502        0.018120         -0.067330         -0.193471        -0.015915        0.032998         -0.368696         0.015068       -0.001335         -0.036431   0.000000   0.000000 0.330404 0.218106 0.759591 -0.017188  -0.041798 -0.028914 0.415793 -0.245832 0.807163 -0.005209  -0.113574 -0.032046
52               0           52   1.733300    0.476952   0.006319  0.016061    0.455547  -0.014326  0.013043   -0.065177   -0.172439  -0.016281  0.037547   -0.333807   0.021727  0.003805   -0.048585          0.478020         0.005177        0.010491          0.462158        -0.018120        0.016976         -0.067330         -0.181966        -0.015915        0.032998         -0.354200         0.015831        0.001335         -0.041772   0.000000   0.000000 0.330450 0.218019 0.759885 -0.016376  -0.043940 -0.029185 0.417946 -0.246415 0.807249 -0.000417  -0.113435 -0.034408
53               0           53   1.766700    0.476609   0.006369  0.016054    0.455130  -0.014042  0.012863   -0.066954   -0.162103  -0.015836  0.038693   -0.324219   0.022239  0.005083   -0.049653          0.478020         0.005177        0.010491          0.462158        -0.017739        0.015068         -0.067330         -0.176981        -0.015915        0.032998         -0.346571         0.016594        0.001335         -0.044060   0.000000   0.000000 0.330527 0.218057 0.760092 -0.016037  -0.045634 -0.029015 0.420817 -0.247133 0.807416  0.000914  -0.113119 -0.037153
54               0           54   1.800000    0.476262   0.006034  0.015991    0.455062  -0.013902  0.012296   -0.067313   -0.155063  -0.015811  0.039589   -0.317426   0.023670  0.005104   -0.050799          0.477636         0.005177        0.010872          0.462158        -0.017739        0.015450         -0.067712         -0.167393        -0.015915        0.032998         -0.333219         0.019265        0.001717         -0.047494   0.000000   0.000000 0.330628 0.218128 0.760229 -0.016145  -0.046269 -0.028231 0.422792 -0.247593 0.807380  0.002477  -0.112227 -0.038152
55               0           55   1.833300    0.475922   0.005492  0.015793    0.454928  -0.013765  0.011519   -0.067411   -0.149004  -0.016580  0.039899   -0.310933   0.024694  0.003950   -0.049944          0.476486         0.005177        0.011635          0.462158        -0.017357        0.015450         -0.067712         -0.158956        -0.015915        0.033379         -0.323682         0.020409        0.002098         -0.050164   0.000000   0.000000 0.330726 0.218261 0.760296 -0.016375  -0.046571 -0.027021 0.424499 -0.247768 0.807392  0.002718  -0.112678 -0.037209
56               0           56   1.866700    0.475519   0.005057  0.015664    0.455007  -0.013812  0.010927   -0.066941   -0.139135  -0.019374  0.039958   -0.298534   0.022032  0.003206   -0.047650          0.476486         0.004794        0.011635          0.462158        -0.017357        0.015068         -0.068093         -0.155505        -0.015915        0.033379         -0.319486         0.022316        0.002098         -0.050546   0.000000   0.000000 0.330855 0.218351 0.760387 -0.016725  -0.046583 -0.026106 0.427297 -0.248387 0.806878 -0.002467  -0.112552 -0.036269
57               0           57   1.900000    0.475599   0.005205  0.015715    0.455440  -0.012741  0.010425   -0.067763   -0.127695  -0.019093  0.042284   -0.284273   0.022257  0.005377   -0.049608          0.476486         0.005177        0.011254          0.462158        -0.017357        0.014687         -0.068093         -0.148219        -0.015915        0.033761         -0.312238         0.022316        0.001717         -0.049020   0.000000   0.000000 0.330842 0.218414 0.760667 -0.015534  -0.047736 -0.025779 0.430512 -0.249870 0.805547 -0.001489  -0.107818 -0.041180
58               0           58   1.933300    0.475684   0.005304  0.015773    0.455435  -0.012401  0.010358   -0.068486   -0.122783  -0.018499  0.045034   -0.279297   0.029896  0.003073   -0.055035          0.476486         0.005177        0.011254          0.462158        -0.016976        0.014687         -0.068093         -0.138632        -0.015915        0.034142         -0.301175         0.022698        0.001717         -0.049401   0.000000   0.000000 0.330811 0.218410 0.760747 -0.015134  -0.048364 -0.025824 0.431941 -0.250651 0.804748  0.006185  -0.102339 -0.041422
59               0           59   1.966700    0.475811   0.005335  0.015613    0.455558  -0.012008  0.010053   -0.069727   -0.109353  -0.018092  0.048918   -0.262149   0.031586  0.005878   -0.060119          0.476486         0.005177        0.011254          0.462158        -0.016976        0.014687         -0.068093         -0.132879        -0.015915        0.034524         -0.293164         0.023461        0.001717         -0.050164   0.000000   0.000000 0.330768 0.218527 0.760943 -0.014637  -0.049591 -0.025406 0.435705 -0.252921 0.802658  0.008852  -0.093574 -0.048463
60               0           60   2.000000    0.475541   0.003861  0.014819    0.455565  -0.012417  0.008400   -0.070582   -0.095776  -0.020597  0.050501   -0.240412   0.025419  0.008999   -0.055490          0.476486         0.005177        0.011635          0.462158        -0.015068        0.014687         -0.068093         -0.118690        -0.015915        0.037194         -0.274472         0.024224        0.001717         -0.056268   0.000000   0.000000 0.330840 0.218943 0.761146 -0.015955  -0.050727 -0.022285 0.439460 -0.254955 0.800352  0.001156  -0.090226 -0.053631
61               0           61   2.033300    0.475451   0.003250  0.014678    0.455554  -0.012440  0.007750   -0.070620   -0.090027  -0.021084  0.052414   -0.232924   0.029724  0.007120   -0.058582          0.476486         0.004794        0.011635          0.462158        -0.014687        0.014687         -0.068475         -0.104501        -0.015915        0.039864         -0.254253         0.023079        0.002098         -0.056649   0.000000   0.000000 0.330864 0.219026 0.761170 -0.016441  -0.050844 -0.021204 0.441103 -0.255711 0.799313  0.004774  -0.085436 -0.053509
62               0           62   2.066700    0.475470   0.002536  0.014798    0.455954  -0.011654  0.006678   -0.070675   -0.075184  -0.023738  0.057544   -0.215791   0.042291  0.000756   -0.073852          0.476486         0.004794        0.011635          0.462158        -0.014687        0.014305         -0.068475         -0.097215        -0.015915        0.041009         -0.243954         0.024224        0.002098         -0.057412   0.000000   0.000000 0.330868 0.219041 0.761333 -0.016322  -0.051273 -0.019931 0.445399 -0.257803 0.796585  0.014052  -0.068157 -0.051339
63               0           63   2.100000    0.475827   0.002726  0.015387    0.455675  -0.009939  0.006350   -0.073744   -0.060947  -0.026341  0.059377   -0.197628   0.041540  0.001279   -0.080698          0.476869         0.004794        0.011254          0.462158        -0.014305        0.011254         -0.068475         -0.081875        -0.015915        0.045968         -0.225261         0.031472        0.000954         -0.066949   0.000000   0.000000 0.330721 0.218848 0.761565 -0.014710  -0.053691 -0.020286 0.449398 -0.259582 0.794484  0.011478  -0.057556 -0.053889
64               0           64   2.133300    0.475989   0.002668  0.015490    0.455641  -0.009388  0.006050   -0.074703   -0.051980  -0.027742  0.064739   -0.189098   0.060806 -0.008927   -0.095818          0.476486         0.004794        0.011254          0.462158        -0.013924        0.010491         -0.069238         -0.068069        -0.016298        0.048257         -0.207713         0.035668        0.000954         -0.076867   0.000000   0.000000 0.330661 0.218838 0.761641 -0.014257  -0.054448 -0.020072 0.451994 -0.260698 0.792808  0.027999  -0.043408 -0.047189
65               0           65   2.166700    0.476205   0.002599  0.015512    0.455671  -0.009030  0.005755   -0.075400   -0.042016  -0.030714  0.066682   -0.178484   0.065896 -0.012063   -0.108809          0.476486         0.004794        0.011254          0.462158        -0.013161        0.010491         -0.069238         -0.060783        -0.017449        0.051308         -0.200847         0.050546       -0.003624         -0.087549   0.000000   0.000000 0.330589 0.218862 0.761686 -0.013967  -0.054954 -0.019780 0.454825 -0.261902 0.791126  0.030191  -0.030127 -0.045226
66               0           66   2.200000    0.476621   0.001883  0.015553    0.455908  -0.008315  0.004620   -0.076018   -0.031968  -0.037044  0.067135   -0.165600   0.064284 -0.015329   -0.115338          0.476486         0.004794        0.011254          0.462158        -0.012016        0.009728         -0.069619         -0.046977        -0.018599        0.053216         -0.187114         0.055886       -0.007057         -0.102808   0.000000   0.000000 0.330460 0.218920 0.761733 -0.013893  -0.055387 -0.018362 0.457664 -0.263484 0.789703  0.022524  -0.021116 -0.042529
67               0           67   2.233300    0.476873   0.001515  0.015478    0.456296  -0.008052  0.004021   -0.076073   -0.024978  -0.037330  0.072337   -0.159259   0.080062 -0.021911   -0.128669          0.476486         0.004794        0.011254          0.462158        -0.010872        0.007439         -0.070764         -0.040075        -0.020517        0.055123         -0.180247         0.056649       -0.007439         -0.107385   0.000000   0.000000 0.330394 0.218996 0.761816 -0.013913  -0.055575 -0.017528 0.459558 -0.264739 0.788384  0.037284  -0.009201 -0.039126
68               0           68   2.266700    0.477186   0.000763  0.015482    0.456411  -0.007546  0.002946   -0.076220   -0.019570  -0.040467  0.077116   -0.155856   0.093937 -0.029776   -0.139577          0.476486         0.004794        0.011635          0.462158        -0.010872        0.007820         -0.071145         -0.034322        -0.022818        0.055886         -0.174907         0.061608       -0.012016         -0.113489   0.000000   0.000000 0.330295 0.219058 0.761775 -0.014060  -0.055518 -0.016112 0.461018 -0.266339 0.788143  0.047016  -0.001379 -0.033868
69               0           69   2.300000    0.477324  -0.000077  0.015509    0.456894  -0.007337  0.001894   -0.075027   -0.017600  -0.043432  0.081504   -0.155478   0.108832 -0.039281   -0.144319          0.476486         0.004794        0.011635          0.462158        -0.010491        0.007439         -0.073053         -0.025119        -0.028186        0.059701         -0.166514         0.076867       -0.021935         -0.126459   0.000000   0.000000 0.330275 0.219098 0.761743 -0.014588  -0.054668 -0.014687 0.461533 -0.267420 0.788552  0.057441   0.000375 -0.026489
70               0           70   2.333300    0.477458  -0.001108  0.015217    0.457242  -0.007808  0.000922   -0.074145   -0.017894  -0.044300  0.084061   -0.158318   0.114938 -0.041863   -0.146957          0.476869         0.004794        0.011254          0.462158        -0.010491        0.006294         -0.073053         -0.018599        -0.033555        0.064660         -0.163081         0.092508       -0.029946         -0.137522   0.000000   0.037802 0.330248 0.219248 0.761697 -0.015825  -0.053996 -0.012917 0.461409 -0.268246 0.789361  0.062026  -0.000119 -0.025325
71               0           71   2.366700    0.477601  -0.002827  0.014837    0.458056  -0.008192 -0.000930   -0.071142   -0.019473  -0.045428  0.088267   -0.163401   0.125628 -0.046907   -0.146511          0.476869         0.004794        0.011254          0.462158        -0.010491        0.006294         -0.072671         -0.017065        -0.035856        0.066949         -0.163081         0.099756       -0.033379         -0.140192   0.000000   0.730549 0.330246 0.219480 0.761516 -0.017526  -0.051647 -0.009883 0.460895 -0.269419 0.791080  0.070286  -0.005177 -0.022788
72               0           72   2.400000    0.477713  -0.004557  0.014689    0.459228  -0.008471 -0.002708   -0.067960   -0.023597  -0.051352  0.089100   -0.167506   0.134654 -0.060165   -0.135827          0.476869         0.004794        0.011254          0.462158        -0.010491        0.002861         -0.072290         -0.015915        -0.040075        0.073053         -0.163081         0.109674       -0.039101         -0.141718   0.000000   1.655385 0.330268 0.219598 0.761467 -0.019243  -0.049503 -0.007134 0.459816 -0.269268 0.793066  0.070891  -0.017433 -0.009644
73               0           73   2.433300    0.477670  -0.004989  0.014650    0.459477  -0.008470 -0.003177   -0.067237   -0.022963  -0.053684  0.088958   -0.167535   0.134608 -0.061431   -0.138324          0.476869         0.004027        0.011254          0.462158        -0.010491        0.000191         -0.072290         -0.016682        -0.044677        0.078775         -0.163081         0.122644       -0.053216         -0.140955   0.000000   1.796484 0.330293 0.219632 0.761471 -0.019599  -0.049065 -0.006425 0.460013 -0.269610 0.793149  0.068324  -0.015703 -0.007990
74               0           74   2.466700    0.477730  -0.005732  0.014580    0.460317  -0.008962 -0.003709   -0.065731   -0.023615  -0.053524  0.088836   -0.173534   0.133270 -0.057817   -0.145513          0.476869         0.003643        0.011254          0.462158        -0.010491       -0.000191         -0.071908         -0.017449        -0.046211        0.079156         -0.163081         0.128367       -0.057031         -0.139811   0.000000   1.800000 0.330312 0.219655 0.761563 -0.020714  -0.048330 -0.005448 0.459836 -0.269861 0.794232  0.067248  -0.013507 -0.010801
75               0           75   2.500000    0.477674  -0.005834  0.014654    0.460561  -0.008982 -0.003780   -0.064917   -0.023877  -0.053539  0.089408   -0.175743   0.135062 -0.057919   -0.147365          0.476869         0.001726        0.011254          0.462158        -0.010491       -0.000572         -0.070382         -0.018216        -0.048895        0.079156         -0.164225         0.128748       -0.060464         -0.139048   0.000000   1.800000 0.330345 0.219620 0.761561 -0.020857  -0.047816 -0.005402 0.459750 -0.270004 0.794788  0.068796  -0.013755 -0.010766
76               0           76   2.533300    0.477479  -0.005780  0.014904    0.460673  -0.009505 -0.003272   -0.064289   -0.025090  -0.055962  0.088678   -0.181797   0.135862 -0.059650   -0.152263          0.476869        -0.000192        0.011254          0.462158        -0.010491       -0.000572         -0.068093         -0.018216        -0.050812        0.079156         -0.164988         0.128748       -0.058938         -0.140955   0.000000   1.800000 0.330416 0.219447 0.761578 -0.021455  -0.047506 -0.006132 0.459461 -0.269837 0.796190  0.066405  -0.013834 -0.007441
77               0           77   2.566700    0.477060  -0.005526  0.015231    0.460355  -0.010160 -0.002481   -0.063202   -0.026488  -0.057125  0.087561   -0.188954   0.132320 -0.057377   -0.156027          0.476869        -0.000959        0.011254          0.462158        -0.010872       -0.000572         -0.067712         -0.018216        -0.051963        0.079156         -0.166133         0.128748       -0.059319         -0.142100   0.000000   1.800000 0.330544 0.219220 0.761425 -0.022043  -0.046536 -0.007319 0.459092 -0.269828 0.797984  0.061589  -0.015362 -0.008381
78               0           78   2.600000    0.476726  -0.005732  0.015390    0.460729  -0.010716 -0.002377   -0.061274   -0.027763  -0.060581  0.085544   -0.193935   0.129317 -0.059357   -0.156562          0.476869        -0.002493        0.011635          0.462158        -0.010872       -0.000572         -0.067712         -0.018216        -0.053497        0.079156         -0.169184         0.128367       -0.059319         -0.147440   0.000000   1.800000 0.330675 0.219111 0.761399 -0.022855  -0.045319 -0.007461 0.458806 -0.269435 0.799563  0.054494  -0.018325 -0.004379
79               0           79   2.633300    0.476662  -0.005621  0.015518    0.460866  -0.011033 -0.002031   -0.060940   -0.027740  -0.060711  0.085681   -0.195268   0.130164 -0.059434   -0.158363          0.476486        -0.003260        0.011635          0.462158        -0.010872       -0.000191         -0.067330         -0.018216        -0.053497        0.078775         -0.170710         0.128367       -0.058938         -0.151637   0.000000   1.800000 0.330704 0.219020 0.761428 -0.023137  -0.045194 -0.007960 0.458807 -0.269450 0.799880  0.055070  -0.017945 -0.004120
80               0           80   2.666700    0.476383  -0.005140  0.015720    0.460925  -0.011410 -0.001287   -0.060055   -0.028151  -0.060204  0.085805   -0.198652   0.130827 -0.058601   -0.159623          0.476486        -0.003260        0.011254          0.462158        -0.010872       -0.000572         -0.066949         -0.018216        -0.053497        0.078775         -0.170710         0.127985       -0.058938         -0.152399   0.000000   1.800000 0.330803 0.218881 0.761419 -0.023188  -0.044661 -0.009115 0.458671 -0.269383 0.800892  0.056102  -0.019647 -0.004700
81               0           81   2.700000    0.476373  -0.005131  0.015716    0.460949  -0.011421 -0.001287   -0.060018   -0.028262  -0.060259  0.085763   -0.198882   0.130890 -0.058524   -0.159746          0.476486        -0.003643        0.011254          0.462158        -0.010872       -0.000191         -0.064279         -0.018599        -0.053497        0.078775         -0.172999         0.127985       -0.058938         -0.156214   0.000000   1.800000 0.330807 0.218883 0.761427 -0.023189  -0.044658 -0.009116 0.458642 -0.269381 0.800921  0.056104  -0.019642 -0.004700
82               0           82   2.733300    0.475653  -0.003713  0.016027    0.460762  -0.012905  0.001047   -0.058779   -0.029576  -0.059732  0.085530   -0.214302   0.140102 -0.062595   -0.166671          0.476869        -0.003643        0.011254          0.462158        -0.011254       -0.000191         -0.063516         -0.021284        -0.053497        0.078775         -0.178340         0.127985       -0.059319         -0.160792   0.000000   1.800000 0.331043 0.218580 0.761417 -0.023581  -0.043994 -0.012367 0.458210 -0.267839 0.805807  0.063635  -0.027623  0.002377
83               0           83   2.766700    0.475632  -0.003784  0.015800    0.460791  -0.013620  0.001231   -0.058373   -0.029566  -0.059707  0.084966   -0.219824   0.141797 -0.062559   -0.173318          0.476869        -0.003260        0.011254          0.462158        -0.011254       -0.000191         -0.062371         -0.023585        -0.053497        0.078775         -0.182536         0.129129       -0.059319         -0.163844   0.000000   1.800000 0.331054 0.218647 0.761371 -0.024258  -0.043640 -0.012286 0.458190 -0.267323 0.807127  0.064854  -0.026579  0.003964
84               0           84   2.800000    0.475757  -0.004196  0.015099    0.461243  -0.015069  0.001194   -0.056946   -0.030377  -0.058809  0.084604   -0.227235   0.146807 -0.064777   -0.173753          0.476486        -0.003260        0.011635          0.462158        -0.011635        0.000191         -0.061227         -0.025119        -0.053497        0.078775         -0.187495         0.132944       -0.059319         -0.171473   0.000000   1.800000 0.331041 0.218912 0.761292 -0.025753  -0.042538 -0.011383 0.457895 -0.266274 0.809793  0.069560  -0.033208  0.007797
85               0           85   2.833300    0.475771  -0.004199  0.015052    0.461346  -0.015092  0.001238   -0.056848   -0.030682  -0.058994  0.084456   -0.227785   0.146995 -0.064532   -0.173989          0.476486        -0.003260        0.011254          0.462158        -0.011635        0.000191         -0.060845         -0.026269        -0.053497        0.079156         -0.191310         0.135615       -0.059319         -0.175669   0.000000   1.800000 0.331042 0.218926 0.761316 -0.025758  -0.042530 -0.011384 0.457812 -0.266265 0.809853  0.069565  -0.033201  0.007799
86               0           86   2.866700    0.475772  -0.004210  0.015045    0.461349  -0.015085  0.001249   -0.056846   -0.030697  -0.059079  0.084386   -0.227797   0.147062 -0.064444   -0.173981          0.476486        -0.003260        0.011254          0.462158        -0.012779        0.000191         -0.060845         -0.028953        -0.053497        0.079156         -0.195506         0.135996       -0.059319         -0.179103   0.000000   1.800000 0.331041 0.218926 0.761316 -0.025758  -0.042530 -0.011384 0.457810 -0.266265 0.809855  0.069565  -0.033201  0.007799
87               0           87   2.900000    0.476238  -0.004413  0.014893    0.461542  -0.014960  0.001039   -0.058432   -0.033963  -0.055364  0.083822   -0.255143   0.163177 -0.069041   -0.185610          0.476486        -0.003260        0.011254          0.462158        -0.013542       -0.000191         -0.060845         -0.030487        -0.053497        0.078775         -0.197795         0.137903       -0.059701         -0.181010   0.000000   1.800000 0.330894 0.219004 0.761476 -0.025747  -0.043838 -0.010905 0.456521 -0.263142 0.818036  0.085412  -0.047175  0.018027
88               0           88   2.933300    0.476150  -0.004203  0.014543    0.461381  -0.015705  0.001536   -0.058351   -0.035583  -0.054760  0.080648   -0.269804   0.159870 -0.066322   -0.188912          0.476486        -0.003260        0.011254          0.462158        -0.013924        0.000191         -0.060845         -0.031254        -0.053497        0.078775         -0.202373         0.145151       -0.060082         -0.186732   0.000000   1.800000 0.330917 0.219111 0.761426 -0.026152  -0.043691 -0.011163 0.455833 -0.261604 0.822763  0.082130  -0.056172  0.019071
89               0           89   2.966700    0.476291  -0.004972  0.014156    0.461902  -0.017119  0.001418   -0.056763   -0.036451  -0.052769  0.079313   -0.292739   0.170949 -0.067970   -0.201985          0.476869        -0.003260        0.011254          0.462158        -0.014305        0.000191         -0.060845         -0.040075        -0.053497        0.078775         -0.229458         0.155451       -0.060082         -0.206569   0.000000   1.800000 0.330901 0.219210 0.761343 -0.028071  -0.042483 -0.010282 0.455014 -0.259207 0.829986  0.092111  -0.066105  0.026472
90               0           90   3.000000    0.476492  -0.005329  0.013983    0.462179  -0.017633  0.001351   -0.056515   -0.036710  -0.052088  0.076532   -0.310781   0.171340 -0.066285   -0.208455          0.476869        -0.003643        0.011254          0.462158        -0.014687        0.000191         -0.060845         -0.042759        -0.053497        0.078775         -0.236324         0.158503       -0.061608         -0.211528   0.000000   1.800000 0.330850 0.219255 0.761348 -0.028825  -0.042311 -0.009864 0.454371 -0.257457 0.836315  0.091827  -0.077079  0.029319
91               0           91   3.033300    0.476539  -0.005312  0.013980    0.462079  -0.017826  0.001550   -0.056796   -0.036968  -0.050646  0.076562   -0.317689   0.175666 -0.066142   -0.211733          0.476486        -0.003643        0.011254          0.462158        -0.015068       -0.000191         -0.060845         -0.045827        -0.053497        0.078393         -0.250820         0.160410       -0.063516         -0.220684   0.000000   1.800000 0.330830 0.219231 0.761333 -0.029006  -0.042451 -0.010050 0.454037 -0.256822 0.838557  0.096725  -0.080819  0.030593
92               0           92   3.066700    0.476700  -0.005081  0.014022    0.461863  -0.018372  0.002244   -0.057218   -0.037227  -0.049407  0.072941   -0.336903   0.178673 -0.065826   -0.218571          0.476486        -0.003643        0.011254          0.462158        -0.015068       -0.000191         -0.060845         -0.047361        -0.053113        0.078393         -0.265316         0.164225       -0.063134         -0.227932   0.000000   1.800000 0.330772 0.219143 0.761255 -0.029377  -0.042514 -0.010854 0.453206 -0.254266 0.845306  0.098984  -0.092928  0.036210
93               0           93   3.100000    0.476878  -0.005016  0.013742    0.461858  -0.019734  0.003015   -0.056954   -0.036635  -0.050359  0.068252   -0.355432   0.182777 -0.068803   -0.225959          0.476869        -0.003260        0.011254          0.462158        -0.015450        0.000191         -0.060845         -0.048128        -0.053113        0.078393         -0.273709         0.168040       -0.063134         -0.233654   0.000000   1.800000 0.330721 0.219166 0.761151 -0.030568  -0.042088 -0.011341 0.452492 -0.251170 0.852197  0.099035  -0.104945  0.046689
94               0           94   3.133300    0.477087  -0.004731  0.013622    0.461858  -0.020385  0.003631   -0.056568   -0.035997  -0.049718  0.065385   -0.366458   0.187707 -0.071807   -0.226869          0.476869        -0.003260        0.011254          0.462158        -0.015831        0.000191         -0.060845         -0.048511        -0.053113        0.078393         -0.293545         0.173381       -0.062753         -0.242046   0.000000   1.800000 0.330662 0.219164 0.761026 -0.030921  -0.041509 -0.011970 0.451993 -0.248844 0.856928  0.102147  -0.116258  0.054257
